Frequency_MHz,Power_dBHz
4.663620000000000232e+02,-8.810817096142797311e+01
4.663622929687500118e+02,-8.374811709308505669e+01
4.663625859375000005e+02,-8.379079146856241778e+01
4.663628789062499891e+02,-8.584638715299098521e+01
4.663631718750000346e+02,-9.333716228383232760e+01
4.663634648437500232e+02,-9.630539470762359144e+01
4.663637578125000118e+02,-8.907646307285098430e+01
4.663640507812500005e+02,-9.080497624705962778e+01
4.663643437499999891e+02,-9.299063227562382394e+01
4.663646367187500346e+02,-8.653056755561030400e+01
4.663649296875000232e+02,-8.637475076548332709e+01
4.663652226562500118e+02,-8.915231253334269468e+01
4.663655156250000005e+02,-9.914481043793136905e+01
4.663658085937499891e+02,-8.566338630517375918e+01
4.663661015625000346e+02,-8.509184501748922003e+01
4.663663945312500232e+02,-8.596530662733231054e+01
4.663666875000000118e+02,-1.025318776311034838e+02
4.663669804687500005e+02,-8.835752066359417256e+01
4.663672734374999891e+02,-8.603308861316121181e+01
4.663675664062500346e+02,-9.117158073263618689e+01
4.663678593750000232e+02,-1.031490449691755487e+02
4.663681523437500118e+02,-8.571811558435307177e+01
4.663684453125000005e+02,-8.084146577928234478e+01
4.663687382812499891e+02,-8.406821595986230022e+01
4.663690312500000346e+02,-9.169938450817959108e+01
4.663693242187500232e+02,-8.802680558865296234e+01
4.663696171875000118e+02,-8.582950827173772268e+01
4.663699101562500005e+02,-8.689806619481144878e+01
4.663702031249999891e+02,-8.700051954882754046e+01
4.663704960937500346e+02,-8.717190428400037661e+01
4.663707890625000232e+02,-8.142717125415737200e+01
4.663710820312500118e+02,-8.194912615708787484e+01
4.663713750000000005e+02,-8.565171325745028241e+01
4.663716679687499891e+02,-8.988500716835079629e+01
4.663719609375000346e+02,-8.579922625669166791e+01
4.663722539062500232e+02,-8.966039629989367654e+01
4.663725468750000118e+02,-9.221962490367219800e+01
4.663728398437500005e+02,-9.270773404348636859e+01
4.663731328124999891e+02,-9.203156389047335040e+01
4.663734257812500346e+02,-8.429612748406731271e+01
4.663737187500000232e+02,-8.430418746854100220e+01
4.663740117187500118e+02,-9.433142650682653141e+01
4.663743046875000005e+02,-8.681264690824177421e+01
4.663745976562499891e+02,-9.061192739943581387e+01
4.663748906250000346e+02,-9.321150136102821193e+01
4.663751835937500232e+02,-9.292575534807971849e+01
4.663754765625000118e+02,-8.885645044699130324e+01
4.663757695312500005e+02,-9.106051297470018824e+01
4.663760624999999891e+02,-8.687097775689834123e+01
4.663763554687500346e+02,-8.741484956949358320e+01
4.663766484375000232e+02,-8.975818511819795731e+01
4.663769414062500118e+02,-1.007330151875153206e+02
4.663772343750000005e+02,-9.325732865154091655e+01
4.663775273437499891e+02,-8.892657180974538278e+01
4.663778203125000346e+02,-8.456347495594334873e+01
