Frequency_MHz,Power_dBHz
4.663620000000000232e+02,-9.568329169199822104e+01
4.663622929687500118e+02,-9.904998716252252677e+01
4.663625859375000005e+02,-9.719965926514505838e+01
4.663628789062499891e+02,-1.011466448642530338e+02
4.663631718750000346e+02,-9.459509598504084238e+01
4.663634648437500232e+02,-9.132007663011293630e+01
4.663637578125000118e+02,-9.286363681849040574e+01
4.663640507812500005e+02,-1.013598151905953557e+02
4.663643437499999891e+02,-1.062844952806940313e+02
4.663646367187500346e+02,-9.724291184946828537e+01
4.663649296875000232e+02,-9.198330736155098464e+01
4.663652226562500118e+02,-9.110946416708313222e+01
4.663655156250000005e+02,-9.263091134595333642e+01
4.663658085937499891e+02,-9.864805181491051655e+01
4.663661015625000346e+02,-9.647142912640080681e+01
4.663663945312500232e+02,-9.439191584334162144e+01
4.663666875000000118e+02,-9.687369110407917105e+01
4.663669804687500005e+02,-9.672559762570716657e+01
4.663672734374999891e+02,-9.861568058669909931e+01
4.663675664062500346e+02,-9.277004412319732296e+01
4.663678593750000232e+02,-9.551264692719843197e+01
4.663681523437500118e+02,-1.020903537261475549e+02
4.663684453125000005e+02,-1.091884803338586494e+02
4.663687382812499891e+02,-1.039872502514205763e+02
4.663690312500000346e+02,-9.678561796336754242e+01
4.663693242187500232e+02,-9.328485603671654758e+01
4.663696171875000118e+02,-9.740000039546379185e+01
4.663699101562500005e+02,-9.581704895360856256e+01
4.663702031249999891e+02,-9.839222378325206364e+01
4.663704960937500346e+02,-1.008248935738491525e+02
4.663707890625000232e+02,-9.664018399128885051e+01
4.663710820312500118e+02,-9.399674054332228934e+01
4.663713750000000005e+02,-9.564301634622536596e+01
4.663716679687499891e+02,-9.864725890176342205e+01
4.663719609375000346e+02,-1.041190395459289419e+02
4.663722539062500232e+02,-9.312437494529629589e+01
4.663725468750000118e+02,-9.512463080026064688e+01
4.663728398437500005e+02,-9.528220919385785237e+01
4.663731328124999891e+02,-9.335131061680264963e+01
4.663734257812500346e+02,-9.913823451057665181e+01
4.663737187500000232e+02,-9.781818970012903947e+01
4.663740117187500118e+02,-9.838247661093284080e+01
4.663743046875000005e+02,-9.716358337706938642e+01
4.663745976562499891e+02,-1.040891307811325532e+02
4.663748906250000346e+02,-9.541506464773311791e+01
4.663751835937500232e+02,-1.001722560170044716e+02
4.663754765625000118e+02,-9.417285111625344030e+01
4.663757695312500005e+02,-9.166106033195120517e+01
4.663760624999999891e+02,-1.014754274604044184e+02
4.663763554687500346e+02,-9.327957909164436501e+01
4.663766484375000232e+02,-9.798285391146157508e+01
4.663769414062500118e+02,-9.565816918091350374e+01
4.663772343750000005e+02,-9.551392926393805283e+01
4.663775273437499891e+02,-1.043827431334618296e+02
4.663778203125000346e+02,-9.789618851436088676e+01
4.663781132812500232e+02,-1.111164532398914844e+02
4.663784062500000118e+02,-1.120363040328218176e+02
4.663786992187500005e+02,-1.025503653921760048e+02
4.663789921874999891e+02,-9.515853824988479914e+01
4.663792851562500346e+02,-9.079376411133941360e+01
4.663795781250000232e+02,-9.101795212471876084e+01
4.663798710937500118e+02,-9.233747670068510160e+01
4.663801640625000005e+02,-9.345992209490852076e+01
4.663804570312499891e+02,-9.495417880987838544e+01
4.663807500000000346e+02,-9.754549720315864647e+01
4.663810429687500232e+02,-9.698773661260864287e+01
4.663813359375000118e+02,-9.302322322208736693e+01
4.663816289062500005e+02,-9.007015259413043395e+01
4.663819218749999891e+02,-8.918002111508909024e+01
4.663822148437500346e+02,-8.984002446699717837e+01
4.663825078125000232e+02,-8.901765982998846027e+01
4.663828007812500118e+02,-8.974491508990105615e+01
4.663830937500000005e+02,-9.612301456390463272e+01
4.663833867187499891e+02,-1.008681097782537677e+02
4.663836796875000346e+02,-1.018579206649125837e+02
4.663839726562500232e+02,-9.402517876987063516e+01
4.663842656250000118e+02,-9.648092052491692527e+01
4.663845585937500005e+02,-1.026179902302116176e+02
4.663848515624999891e+02,-1.011092531338506006e+02
4.663851445312500346e+02,-9.463431704865074323e+01
4.663854375000000232e+02,-9.171099052925241324e+01
4.663857304687500118e+02,-9.137024855769436726e+01
4.663860234375000005e+02,-1.027565348408217005e+02
4.663863164062499891e+02,-9.968254907716809043e+01
4.663866093750000346e+02,-9.847375182839364527e+01
4.663869023437500232e+02,-1.028730983415589009e+02
4.663871953125000118e+02,-9.829664382361096386e+01
4.663874882812500005e+02,-9.499334986007468729e+01
4.663877812499999891e+02,-9.283508666974795176e+01
4.663880742187500346e+02,-9.196445974053071382e+01
4.663883671875000232e+02,-9.316134539438161255e+01
4.663886601562500118e+02,-1.089266771137913565e+02
4.663889531250000005e+02,-9.444579019977494738e+01
4.663892460937499891e+02,-9.234292041803928441e+01
4.663895390625000346e+02,-9.607873174788937831e+01
4.663898320312500232e+02,-9.307983932800992477e+01
4.663901250000000118e+02,-9.683177476747432877e+01
