Frequency_MHz,Power_dBHz
4.663620000000000232e+02,-9.711536229675172649e+01
4.663622929687500118e+02,-9.762734132768252948e+01
4.663625859375000005e+02,-1.083444832488329581e+02
4.663628789062499891e+02,-9.895592214658164210e+01
4.663631718750000346e+02,-9.802611247858393995e+01
4.663634648437500232e+02,-1.017435089168706952e+02
4.663637578125000118e+02,-1.045485521319845503e+02
4.663640507812500005e+02,-1.087547425045711975e+02
4.663643437499999891e+02,-1.014129072322204479e+02
4.663646367187500346e+02,-1.013044366616468039e+02
4.663649296875000232e+02,-1.020168942931481695e+02
4.663652226562500118e+02,-9.732912568909192430e+01
4.663655156250000005e+02,-1.084764513657867866e+02
4.663658085937499891e+02,-1.048971198554978912e+02
4.663661015625000346e+02,-1.036193334722598252e+02
4.663663945312500232e+02,-9.691194787685381584e+01
4.663666875000000118e+02,-9.758018512483452866e+01
4.663669804687500005e+02,-1.004391789559072237e+02
4.663672734374999891e+02,-9.750475090964940250e+01
4.663675664062500346e+02,-1.128413059584825078e+02
4.663678593750000232e+02,-1.027881079396017867e+02
4.663681523437500118e+02,-9.744675498111922707e+01
4.663684453125000005e+02,-9.321657304714204884e+01
4.663687382812499891e+02,-9.322811473998049792e+01
4.663690312500000346e+02,-9.768161490613762510e+01
4.663693242187500232e+02,-9.700986384439735843e+01
4.663696171875000118e+02,-1.028933815982577471e+02
4.663699101562500005e+02,-1.016971967410789404e+02
4.663702031249999891e+02,-1.046721948078323550e+02
4.663704960937500346e+02,-1.031908221175390281e+02
4.663707890625000232e+02,-1.049445783338036620e+02
4.663710820312500118e+02,-1.039785374366046398e+02
4.663713750000000005e+02,-9.856914649952250329e+01
4.663716679687499891e+02,-1.049440097769390547e+02
4.663719609375000346e+02,-1.067371341055825695e+02
4.663722539062500232e+02,-1.079785180227446659e+02
4.663725468750000118e+02,-1.155514169954431054e+02
4.663728398437500005e+02,-1.018301822104608050e+02
4.663731328124999891e+02,-1.136836679627503770e+02
4.663734257812500346e+02,-1.065259263006565646e+02
4.663737187500000232e+02,-9.780738706996567089e+01
4.663740117187500118e+02,-9.803242344650392681e+01
4.663743046875000005e+02,-9.765570428794916324e+01
4.663745976562499891e+02,-1.019014297036645189e+02
4.663748906250000346e+02,-1.015613225244352407e+02
4.663751835937500232e+02,-1.140474130455939985e+02
4.663754765625000118e+02,-1.079088206518253088e+02
4.663757695312500005e+02,-1.176787039448399099e+02
4.663760624999999891e+02,-1.025354746447817291e+02
4.663763554687500346e+02,-1.038658756782155166e+02
4.663766484375000232e+02,-1.057899061914528147e+02
4.663769414062500118e+02,-1.032685471978531950e+02
4.663772343750000005e+02,-1.064125911016632955e+02
4.663775273437499891e+02,-1.048984089119087173e+02
4.663778203125000346e+02,-1.050957484501034713e+02
4.663781132812500232e+02,-1.066897877364284852e+02
4.663784062500000118e+02,-1.099064889231338071e+02
4.663786992187500005e+02,-1.054732950003777461e+02
4.663789921874999891e+02,-1.031799489740215989e+02
4.663792851562500346e+02,-1.058376511603011352e+02
4.663795781250000232e+02,-1.042553089178560555e+02
4.663798710937500118e+02,-1.011429734023166418e+02
4.663801640625000005e+02,-9.725875477731717922e+01
4.663804570312499891e+02,-1.054364843725574303e+02
4.663807500000000346e+02,-9.537343293149318413e+01
4.663810429687500232e+02,-9.841681845013758334e+01
4.663813359375000118e+02,-9.873844652865001592e+01
4.663816289062500005e+02,-1.008416570918502941e+02
4.663819218749999891e+02,-9.775355770464472016e+01
4.663822148437500346e+02,-9.487347494595815078e+01
4.663825078125000232e+02,-9.739305941208698414e+01
4.663828007812500118e+02,-9.954741468838338392e+01
4.663830937500000005e+02,-1.052976283526781458e+02
4.663833867187499891e+02,-1.029950208372778917e+02
4.663836796875000346e+02,-1.003060495373149905e+02
4.663839726562500232e+02,-9.972311835987471795e+01
4.663842656250000118e+02,-1.043383995683258547e+02
4.663845585937500005e+02,-1.035394245942185023e+02
4.663848515624999891e+02,-9.605503947450834801e+01
4.663851445312500346e+02,-9.743614229797393023e+01
4.663854375000000232e+02,-9.928961072667340204e+01
4.663857304687500118e+02,-9.407080447332064921e+01
4.663860234375000005e+02,-9.414955765388043574e+01
